ID,TIMESTAMP,ORD_NUM,RECEIVED_AMT,INVOICE_NUMBER
912,"2024-05-08 04:28:00",ORD121885105,88.5,IN79800010
913,"2024-05-08 04:28:00",ORD131885105,204,IN79800010
914,"2024-05-08 04:29:00",ORD141885105,1292,IN79800010
915,"2024-05-08 04:29:00",ORD151885105,1292,IN79800010
916,"2024-05-08 04:29:00",ORD161885105,408,IN79800010
917,"2024-05-08 04:31:00",ORD194825105,4517.5,IN70800010
918,"2024-05-08 04:31:00",ORD105825105,6792.5,IN80800010
919,"2024-05-08 04:31:00",ORD199844105,7188.75,IN90800010
920,"2024-05-08 04:31:00",ORD141845105,20696,IN42800010
921,"2024-05-08 04:32:00",ORD100865105,7171,IN52800010
922,"2024-05-08 04:32:00",ORD111845105,27167.2,IN62800010
923,"2024-05-08 04:32:00",ORD164825105,3340.8,IN72800010
924,"2024-05-08 04:33:00",ORD140855105,13099.5,IN82800010
925,"2024-05-08 04:33:00",ORD103854105,14058,IN92800010
926,"2024-05-08 04:33:00",ORD119845105,14256.9,IN03800010
927,"2024-05-08 04:34:00",ORD146884105,14622.9,IN13800010
928,"2024-05-08 04:37:00",ORD14786310,16033.5,IN7788001
929,"2024-05-08 04:42:00",ORD17381410,2340,IN1488001
930,"2024-05-08 04:50:00",ORD15786310,23985,IN7788001
931,"2024-05-08 04:58:00",ORD12784310,4726.26,IN8787001
932,"2024-05-08 05:06:00",ORD19287310,19746.9,IN3589001
933,"2024-05-08 05:13:00",ORD19085310,3868.83,IN8787001
934,"2024-05-08 05:18:00",ORD17885310,4531.84,IN5987001
935,"2024-05-08 05:21:00",ORD15586310,1634,IN5987001
936,"2024-05-08 05:24:00",ORD10387310,7195.65,IN1689001
937,"2024-05-08 05:24:00",ORD15287310,8258.4,IN8787001
938,"2024-05-08 05:29:00",ORD15481410,4922.64,IN85801001
939,"2024-05-08 05:32:00",ORD17481410,8372.88,IN82811001
940,"2024-05-08 05:35:00",ORD18481410,4752.09,IN75801001
941,"2024-05-08 05:36:00",ORD16388310,17249,IN3589001
942,"2024-05-08 05:39:00",ORD16384410,2179.35,IN5987001
943,"2024-05-08 05:42:00",ORD17384410,2156.22,IN5987001
944,"2024-05-08 05:46:00",ORD18384410,1427.85,IN5987001
945,"2024-05-08 05:50:00",ORD17388310,17738,IN3589001
946,"2024-05-08 05:50:00",ORD19384410,2591.82,IN4988001
947,"2024-05-08 05:54:00",ORD10484410,5345.28,IN4988001
948,"2024-05-08 05:57:00",ORD11484410,7707.04,IN4988001
949,"2024-05-08 06:00:00",ORD12484410,5175.9,IN5987001
950,"2024-05-08 06:03:00",ORD13484410,1277.72,IN5987001
951,"2024-05-08 06:06:00",ORD16489310,6681,IN51801001
952,"2024-05-08 06:06:00",ORD14484410,1419.66,IN5987001
953,"2024-05-08 06:11:00",ORD13085410,5916.9,IN75801001
954,"2024-05-08 06:13:00",ORD19685410,4343.8,IN75801001
955,"2024-05-08 06:15:00",ORD17489310,8588.5,IN51801001
956,"2024-05-08 06:16:00",ORD10785410,2809.52,IN75801001
957,"2024-05-08 06:19:00",ORD12785410,3900.96,IN75801001
958,"2024-05-08 06:22:00",ORD13486410,2255.4,IN85801001
959,"2024-05-08 06:26:00",ORD19688410,4478.49,IN75801001
960,"2024-05-08 06:43:00",ORD13589310,8628.75,IN51801001
961,"2024-05-08 07:00:00",ORD18884310,4183.92,IN1887001
962,"2024-05-08 07:03:00",ORD19884310,4338,IN1887001
963,"2024-05-08 07:08:00",ORD13884310,2835.6,IN1988001
964,"2024-05-08 07:12:00",ORD14589310,10506,IN51801001
965,"2024-05-08 07:14:00",ORD14884310,5964.84,IN1988001
966,"2024-05-08 07:17:00",ORD13385310,7467.2,IN1988001
967,"2024-05-08 07:21:00",ORD12788310,2880,IN1988001
968,"2024-05-08 07:22:00",ORD18689310,14269.2,IN1689001
969,"2024-05-08 07:28:00",ORD13383410,1717,IN96801001
970,"2024-05-08 08:10:00",ORD10789310,9331,IN2689001
971,"2024-05-08 08:11:00",ORD14383410,2945.6,IN96801001
972,"2024-05-08 08:17:00",ORD19889310,9867,IN9289001
973,"2024-05-08 08:19:00",ORD11789310,9786,IN5988001
974,"2024-05-08 08:20:00",ORD15480410,7313.4,IN9289001
975,"2024-05-08 08:23:00",ORD16480410,4399.01,IN9289001
976,"2024-05-08 08:30:00",ORD17480410,26328.3,IN9289001
977,"2024-05-08 08:34:00",ORD18480410,24151.6,IN9289001
978,"2024-05-08 08:37:00",ORD19182410,15823.8,IN9289001
979,"2024-05-08 08:38:00",ORD14889310,1424,IN7788001
980,"2024-05-08 08:41:00",ORD10282410,20592,IN9289001
981,"2024-05-08 08:44:00",ORD10782410,2348.5,IN04801001
982,"2024-05-08 08:46:00",ORD12782410,9090.35,IN04801001
983,"2024-05-08 08:49:00",ORD12285410,4294,IN93801001
984,"2024-05-08 08:52:00",ORD13285410,7113.6,IN93801001
985,"2024-05-08 08:56:00",ORD15285410,10459.5,IN93801001
986,"2024-05-08 08:59:00",ORD16285410,14671.8,IN93801001
987,"2024-05-08 09:05:00",ORD18582410,20941.5,IN0488001
988,"2024-05-08 10:55:00",ORD17185410,5642,IN3689001
989,"2024-05-08 11:06:00",ORD17285410,14812.25,IN21801001
990,"2024-05-08 11:18:00",ORD13482310,16894.7,IN7986001
991,"2024-05-08 11:43:00",ORD15982410,3703.7,IN7788001
992,"2024-05-08 11:48:00",ORD12084410,2849,IN7788001
993,"2024-05-11 09:43:00",ORD133895105-S(1),336,IN27820010
994,"2024-05-11 09:43:00",ORD143895105-S(1),432,IN27820010
995,"2024-05-11 09:44:00",ORD153895105-S(1),480,IN27820010
996,"2024-05-11 09:44:00",ORD163895105-S(1),480,IN27820010
997,"2024-05-11 09:45:00",ORD114895105-S(1),144,IN27820010
998,"2024-05-11 09:45:00",ORD173895105-S(1),160,IN27820010
999,"2024-05-11 09:45:00",ORD183895105-S(1),256,IN27820010
1000,"2024-05-11 09:45:00",ORD193895105-S(1),320,IN27820010
1001,"2024-05-11 09:45:00",ORD104895105-S(1),256,IN27820010
1002,"2024-05-11 09:46:00",ORD124895105-S(1),240,IN27820010
1003,"2024-05-11 09:46:00",ORD134895105-S(1),288,IN27820010
1004,"2024-05-11 09:46:00",ORD144895105-S(1),288,IN27820010
1005,"2024-05-11 09:46:00",ORD154895105-S(1),192,IN27820010
1006,"2024-05-11 09:46:00",ORD164895105-S(1),256,IN27820010
1007,"2024-05-11 09:47:00",ORD194895105-S(1),102,IN27820010
1008,"2024-05-11 09:47:00",ORD174895105-S(1),256,IN27820010
1009,"2024-05-11 09:47:00",ORD184895105-S(1),288,IN27820010
1010,"2024-05-11 09:48:00",ORD115895105-S(1),102,IN27820010
1011,"2024-05-11 09:48:00",ORD125895105-S(1),102,IN27820010
1012,"2024-05-17 09:03:00",ORD162816105,3441.6,IN54800010
1013,"2024-05-17 09:03:00",ORD129854105,4102.5,IN64800010
1014,"2024-05-17 09:03:00",ORD109885105,13520.6,IN94800010
1015,"2024-05-17 09:04:00",ORD174884105,12992,IN25800010
1016,"2024-05-17 09:04:00",ORD154884105,8618.4,IN35800010
1017,"2024-05-17 09:04:00",ORD169885105,14519.7,IN65800010
1018,"2024-05-17 09:04:00",ORD129885105,22713,IN84800010
1019,"2024-05-17 09:05:00",ORD130845105,7776,IN05800010
1020,"2024-05-17 09:05:00",ORD116894105,8534.8,IN45800010
1021,"2024-05-17 09:05:00",ORD124884105,18569.2,IN36800010
1022,"2024-05-17 09:06:00",ORD107895105,1701.9,IN85800010
1023,"2024-05-17 09:06:00",ORD117895105,2120.4,IN95800010
1024,"2024-05-17 09:06:00",ORD186895105,24124.2,IN06800010
1025,"2024-05-17 09:07:00",ORD136884105,28594.1,IN75800010
1026,"2024-05-18 04:57:00",ORD120815105-S(1),1809.03,IN90820010
1027,"2024-05-18 04:58:00",ORD177845105-S(1),2477.79,IN90820010
1028,"2024-05-18 04:58:00",ORD166845105-S(1),13458.9,IN90820010
1029,"2024-05-18 04:59:00",ORD111855105-S(1),1148.58,IN90820010
1030,"2024-05-22 06:33:00",ORD130865105,4324.5,IN66800010
1031,"2024-05-22 06:34:00",ORD199865105,5433.2,IN76800010
1032,"2024-05-22 06:34:00",ORD149865105,910,IN86800010
1033,"2024-05-22 06:35:00",ORD173884105,3380.85,IN27800010
1034,"2024-05-22 06:36:00",ORD193884105,3981.45,IN57800010
1035,"2024-05-22 06:36:00",ORD163884105,6294.75,IN77800010
1036,"2024-05-22 06:37:00",ORD105884105,15242.4,IN74800010
1037,"2024-05-22 06:37:00",ORD149885105,9438.4,IN55800010
1038,"2024-05-22 06:38:00",ORD192845105,10422,IN26800010
1039,"2024-05-22 06:38:00",ORD184884105,17929.2,IN87800010
1040,"2024-05-22 06:39:00",ORD134884105,30208,IN17800010
1041,"2024-05-22 07:00:00",ORD136845105,16432.2,IN15800010
1042,"2024-05-22 07:01:00",ORD198805105,7680,IN16800010
1043,"2024-05-22 07:01:00",ORD142895105,4841.6,IN66800010
1044,"2024-05-22 07:02:00",ORD143836105,288.75,IN47800010
1045,"2024-05-22 07:02:00",ORD183884105,6075.3,IN67800010
1046,"2024-05-22 07:03:00",ORD153836105,585.75,IN37800010
1047,"2024-05-22 07:22:00",ORD116846105,1356.6,IN52810010
1048,"2024-05-22 07:22:00",ORD126846105,6436.8,IN52810010
1049,"2024-05-22 07:24:00",ORD135865105,605,IN72810010
1050,"2024-05-26 07:06:00",ORD122865105,17940,IN92810010
1051,"2024-05-26 07:06:00",ORD114875105,54132,IN05810010
1052,"2024-05-31 04:12:00",ORD191865105,11289.6,IN48810010
1053,"2024-05-31 04:12:00",ORD105894105,8319,IN48810010
1054,"2024-05-31 04:12:00",ORD171875105,7524,IN48810010
1055,"2024-05-31 04:13:00",ORD158806105,9139,IN48810010
1056,"2024-05-31 06:25:00",ORD159865105,12971.7,IN10800010
1057,"2024-05-31 06:27:00",ORD127844105,18032,IN20800010
1058,"2024-05-31 06:29:00",ORD142884105,8826.4,IN30800010
1059,"2024-05-31 06:30:00",ORD139865105,15296.9,IN40800010
1060,"2024-05-31 06:34:00",ORD131845105,3549.6,IN51800010
1061,"2024-05-31 15:26:00",ORD18885410,39105.3,IN10821001
1062,"2024-05-31 15:36:00",ORD16885410,44191,IN75811001
1063,"2024-06-02 11:10:00",ORD11885310,108162,IN6788001
1064,"2024-06-02 11:13:00",ORD12885310,108162,IN6788001
1065,"2024-06-02 11:15:00",ORD14885310,108162,IN6788001
1066,"2024-06-02 11:16:00",ORD15885310,108162,IN6788001
1067,"2024-06-02 12:43:00",ORD15385310,8360.36,IN4688001
1068,"2024-06-02 12:45:00",ORD18180310,50.71,IN2687001
1069,"2024-06-02 12:51:00",ORD12485310,108162,IN6688001
1070,"2024-06-02 12:52:00",ORD15089310,3263010,IN4688001
1071,"2024-06-02 12:55:00",ORD19186310,118001,IN3388001
1072,"2024-06-02 12:57:00",ORD11286310,118001,IN3388001
1073,"2024-06-02 13:03:00",ORD15087310,108162,IN2988001
1074,"2024-06-02 13:06:00",ORD13187310,3235010,IN2488001
1075,"2024-06-02 13:39:00",ORD15187310,28104,IN2488001
1076,"2024-06-02 13:41:00",ORD16187310,28104,IN2488001
1077,"2024-06-02 13:43:00",ORD11287310,28104,IN2488001
1078,"2024-06-02 13:45:00",ORD19988310,108162,IN2988001
1079,"2024-06-02 13:48:00",ORD19789310,5260,IN6787001
1080,"2024-06-02 13:50:00",ORD15180410,21904,IN6689001
1081,"2024-06-02 13:52:00",ORD16180410,10797.54,IN6689001
1082,"2024-06-02 13:55:00",ORD11280410,219936,IN8689001
1083,"2024-06-02 13:57:00",ORD16280410,2541,IN6689001
1084,"2024-06-02 14:08:00",ORD11680410,4910.5,IN4689001
1085,"2024-06-02 14:10:00",ORD16680410,5590,IN4689001
1086,"2024-06-02 14:13:00",ORD17680410,3526,IN4689001
1087,"2024-06-02 14:15:00",ORD19680410,6710,IN4689001
1088,"2024-06-02 14:17:00",ORD10780410,219936,IN4689001
1089,"2024-06-02 14:20:00",ORD16980410,2303,IN8689001
1090,"2024-06-02 14:24:00",ORD19281410,8360,IN6586001
1091,"2024-06-02 14:27:00",ORD11681410,11605,IN6689001
1092,"2024-06-03 04:33:00",ORD146865105,1861.04,IN04810010
1093,"2024-06-03 04:33:00",ORD107865105,435.36,IN04810010
1094,"2024-06-03 04:34:00",ORD138875105,582.84,IN04810010
1095,"2024-06-03 04:34:00",ORD130885105,257.28,IN04810010
1096,"2024-06-03 04:35:00",ORD168875105,339.99,IN04810010
1097,"2024-06-03 04:35:00",ORD110885105,290.24,IN04810010
1098,"2024-06-03 04:36:00",ORD120885105,3559.04,IN04810010
1099,"2024-06-04 04:31:00",ORD166865105,1900.25,IN15810010
1100,"2024-06-04 04:33:00",ORD159875105,393.1,IN15810010
1101,"2024-06-04 04:33:00",ORD179875105,906.57,IN15810010
1102,"2024-06-04 04:33:00",ORD189875105,2935.56,IN15810010
1103,"2024-06-04 04:34:00",ORD176865105,2460.16,IN15810010
1104,"2024-06-04 04:34:00",ORD149875105,7350.97,IN15810010
1105,"2024-06-04 04:34:00",ORD196865105,3928.02,IN15810010
1106,"2024-06-04 04:34:00",ORD199875105,2503.86,IN15810010
1107,"2024-06-04 04:35:00",ORD119875105,276.4,IN15810010
1108,"2024-06-04 04:35:00",ORD129875105,241.85,IN15810010
1109,"2024-06-05 06:25:00",ORD121845105,3909.2,IN46800010
1110,"2024-06-05 06:25:00",ORD124805105,13670.4,IN28800010
1111,"2024-06-05 06:26:00",ORD103845105,4233,IN18800010
1112,"2024-06-05 06:26:00",ORD151845105,2723.5,IN48800010
1113,"2024-06-05 06:26:00",ORD170865105,1980,IN98800010
1114,"2024-06-05 06:27:00",ORD152865105,3015,IN09800010
1115,"2024-06-05 06:28:00",ORD177895105,4135.65,IN68800010
1116,"2024-06-05 06:28:00",ORD143865105,4609.65,IN78800010
1117,"2024-06-05 06:28:00",ORD127895105,26637.7,IN88800010
1118,"2024-06-05 06:28:00",ORD167895105,4372.65,IN29800010
1119,"2024-06-05 06:29:00",ORD196895105,5003.4,IN19800010
1120,"2024-06-05 06:30:00",ORD179865105,3115,IN96800010
1121,"2024-06-05 06:30:00",ORD110875105,3013.85,IN07800010
1122,"2024-06-05 06:30:00",ORD169865105,4820.9,IN58800010
1123,"2024-06-05 06:31:00",ORD137895105,2990.4,IN49800010
1124,"2024-06-05 06:31:00",ORD157895105,1415.1,IN59800010
1125,"2024-06-05 06:31:00",ORD147895105,1842.3,IN69800010
1126,"2024-06-05 06:40:00",ORD153865105,13760,IN43800010
1127,"2024-06-05 06:49:00",ORD133864105,47511.6,IN2082100100
1128,"2024-06-05 06:54:00",ORD137805105,12176.9,IN91800010
1129,"2024-06-05 06:58:00",ORD100884105,54498.2,IN60800010
1130,"2024-06-05 07:03:00",ORD127805105,33322.2,IN9981100100
1131,"2024-06-05 07:05:00",ORD110884105,15033.2,IN12800010
1132,"2024-06-07 06:07:00",ORD120875105,5815.8,IN38800010
1133,"2024-06-07 06:10:00",ORD108844105,22052.8,IN61800100
1134,"2024-06-07 06:11:00",ORD140865105,1274.1,IN5082100100
1135,"2024-06-10 12:13:00",ORD194865105,1976.5,IN72810010
1136,"2024-06-10 12:13:00",ORD115865105,2044.4,IN72810010
1137,"2024-06-10 12:16:00",ORD125865105,309.3,IN72810010
1138,"2024-06-10 12:17:00",ORD144875105,335.76,IN72810010
1139,"2024-06-10 12:17:00",ORD157865105,2047.14,IN72810010
1140,"2024-06-10 12:17:00",ORD145865105,545.05,IN72810010
1141,"2024-06-10 12:18:00",ORD154875105,1091.22,IN72810010
1142,"2024-06-10 12:18:00",ORD164875105,590,IN72810010
1143,"2024-06-10 12:20:00",ORD184875105,265.37,IN72810010
1144,"2024-06-10 12:21:00",ORD135875105,1816.7,IN72810010
1145,"2024-06-10 12:21:00",ORD105875105,2351.06,IN72810010
1146,"2024-06-10 12:21:00",ORD115875105,12752.9,IN72810010
1147,"2024-06-10 12:22:00",ORD155875105,1082.55,IN72810010
1148,"2024-06-10 12:22:00",ORD116875105,9656.6,IN72810010
1149,"2024-06-10 12:22:00",ORD136875105,805.6,IN72810010
1150,"2024-06-10 12:22:00",ORD185875105,1238.75,IN72810010
1151,"2024-06-12 05:33:00",ORD171805105,5326.2,IN21810010
1152,"2024-06-12 05:33:00",ORD161805105,5793.15,IN31810010
1153,"2024-06-12 05:33:00",ORD181805105,4705.8,IN11810010
1154,"2024-06-12 05:34:00",ORD193805105,17955,IN40810010
1155,"2024-06-12 05:34:00",ORD162805105,25142.4,IN12810010
1156,"2024-06-12 05:34:00",ORD183805105,24961.5,IN50810010
1157,"2024-06-12 05:35:00",ORD160875105,18101.3,IN02810010
1158,"2024-06-12 12:56:00",ORD16084410-S(1),144.5,IN7380001
1159,"2024-06-12 12:56:00",ORD13288510-S(1),201.1,IN7380001
1160,"2024-06-13 04:20:00",ORD14586410-S(1),845.46,IN1481001
1161,"2024-06-13 04:25:00",ORD18486510-S(1),1811.94,IN6380001
1162,"2024-06-13 04:56:00",ORD13586510-S(1),82.5,IN8281001
1163,"2024-06-13 04:56:00",ORD18587510-S(1),1090.1,IN8281001
1164,"2024-06-13 05:21:00",ORD11786510-S(1),138,IN9381001
1165,"2024-06-13 05:23:00",ORD16088510-S(1),132.45,IN9381001
1166,"2024-06-19 05:38:00",ORD142856105-S(1),2623,IN57820010
1167,"2024-06-24 07:08:00",ORD15288510,1127.28,IN088001
1168,"2024-06-24 07:11:00",ORD14486510,11249.24,IN6380001
1169,"2024-06-24 07:11:00",ORD15486510,6017.35,IN6380001
1170,"2024-06-24 07:12:00",ORD16486510,1367.48,IN6380001
1171,"2024-06-24 07:13:00",ORD18486510,984.75,IN7380001
1172,"2024-06-24 07:16:00",ORD17188510,633.76,IN6380001
1173,"2024-06-24 07:16:00",ORD18188510,4079.83,IN6380001
1174,"2024-06-24 07:17:00",ORD19188510,478.2,IN6380001
1175,"2024-06-24 07:19:00",ORD11288510,1769.68,IN6380001
1176,"2024-06-24 07:19:00",ORD12288510,1407.7,IN6380001
1177,"2024-06-24 07:25:00",ORD19586410,891.66,IN838001
1178,"2024-06-24 07:25:00",ORD17686410,17513.1,IN838001
1179,"2024-06-24 07:26:00",ORD13680510,9649.9,IN838001
1180,"2024-06-24 07:26:00",ORD15882510,1482,IN8380001
1181,"2024-06-24 07:26:00",ORD16288510,798,IN8380001
1182,"2024-06-24 07:27:00",ORD16586510,3052,IN3480001
1183,"2024-06-24 07:27:00",ORD14786510,365.11,IN3480001
1184,"2024-06-24 07:28:00",ORD19487510,5450,IN3480001
1185,"2024-06-24 07:28:00",ORD12587510,479.6,IN3480001
1186,"2024-06-24 07:28:00",ORD17587510,302.16,IN3480001
1187,"2024-06-24 07:28:00",ORD19587510,125.9,IN3480001
1188,"2024-06-24 07:29:00",ORD10687510,210,IN3480001
1189,"2024-06-24 07:29:00",ORD12687510,196,IN3480001
1190,"2024-06-24 07:29:00",ORD14687510,175,IN3480001
1191,"2024-06-24 07:29:00",ORD15687510,245,IN3480001
1192,"2024-06-24 07:30:00",ORD16687510,1296.01,IN3480001
1193,"2024-06-24 07:30:00",ORD17687510,536.28,IN3480001
1194,"2024-06-24 07:31:00",ORD18687510,2577.71,IN3480001
1195,"2024-06-24 07:31:00",ORD19687510,580.97,IN3480001
1196,"2024-06-24 07:34:00",ORD102885105,777,IN73800010
1197,"2024-06-24 07:38:00",ORD10787510,198.4,IN3480001
1198,"2024-06-24 07:38:00",ORD11787510,190.4,IN3480001
1199,"2024-06-24 07:38:00",ORD12787510,768.8,IN3480001
1200,"2024-06-24 07:38:00",ORD13787510,2528.4,IN3480001
1201,"2024-06-24 07:38:00",ORD14787510,782.6,IN3480001
1202,"2024-06-24 07:39:00",ORD15787510,963.2,IN3480001
1203,"2024-06-24 07:39:00",ORD16787510,1482,IN3480001
1204,"2024-06-24 07:39:00",ORD18787510,351,IN3480001
1205,"2024-06-24 07:39:00",ORD19787510,1794,IN3480001
1206,"2024-06-24 07:39:00",ORD10887510,633.02,IN3480001
1207,"2024-06-24 07:40:00",ORD12887510,245.04,IN3480001
1208,"2024-06-24 07:40:00",ORD14887510,530.92,IN3480001
1209,"2024-06-24 07:44:00",ORD19886510,69761.5,IN9780001
1210,"2024-06-24 07:47:00",ORD198894105,3861,IN66810010
1211,"2024-06-24 07:47:00",ORD116835105,1699.36,IN66810010
1212,"2024-06-24 07:47:00",ORD117805105,8633.6,IN66810010
1213,"2024-06-24 07:48:00",ORD183855105,6813.4,IN66810010
1214,"2024-06-24 07:48:00",ORD114855105,7500.1,IN66810010
1215,"2024-06-24 07:48:00",ORD196855105,2942.75,IN66810010
1216,"2024-06-24 07:48:00",ORD150845105,1202.56,IN66810010
1217,"2024-06-24 07:49:00",ORD180895105,3132,IN66810010
1218,"2024-06-24 07:49:00",ORD112875105,3395,IN66810010
1219,"2024-06-24 09:37:00",ORD13182610,780,IN6080001
1220,"2024-06-24 10:13:00",ORD17984510,4142,IN0180001
1221,"2024-06-24 10:14:00",ORD11085510,3695.5,IN1180001
1222,"2024-06-24 10:15:00",ORD16086510,22353.8,IN2180001
1223,"2024-06-24 10:17:00",ORD18881610,1505.2,IN3180001
1224,"2024-06-24 10:17:00",ORD19881610,757.9,IN4180001
1225,"2024-06-24 10:18:00",ORD14984510,15285.2,IN7180001
1226,"2024-06-24 10:21:00",ORD15689510,316,IN0280001
1227,"2024-06-24 10:21:00",ORD16689510,828,IN0280001
1228,"2024-06-24 10:26:00",ORD16084410,462.4,IN638001
1229,"2024-06-24 10:27:00",ORD16280610,15896.4,IN2480001
1230,"2024-06-24 10:29:00",ORD19781610,552,IN3980001
1231,"2024-06-24 10:29:00",ORD10881610,663,IN3980001
1232,"2024-06-24 10:40:00",ORD10689410,2215,IN6681001
1233,"2024-06-25 13:53:00",ORD11983610-S(1),14556.3,IN6781001
1234,"2024-06-27 04:26:00",ORD15686510,123.84,IN7980001
1235,"2024-06-27 04:26:00",ORD13686510,304.16,IN7980001
1236,"2024-06-27 04:27:00",ORD18887510,1021.75,IN7980001
1237,"2024-06-27 04:27:00",ORD17787510,1315.95,IN7980001
1238,"2024-06-27 04:27:00",ORD12786510,432,IN7980001
1239,"2024-06-27 04:27:00",ORD13786510,224,IN7980001
1240,"2024-06-27 04:27:00",ORD16587510,228,IN7980001
1241,"2024-06-27 04:28:00",ORD19887510,150.75,IN7980001
1242,"2024-06-27 04:28:00",ORD10987510,134,IN7980001
1243,"2024-06-27 04:28:00",ORD19088510,823.5,IN7980001
1244,"2024-06-27 04:28:00",ORD12188510,110.25,IN7980001
1245,"2024-06-27 04:28:00",ORD13188510,245,IN7980001
1246,"2024-06-27 04:29:00",ORD14188510,1365,IN7980001
1247,"2024-06-27 04:29:00",ORD15188510,1365,IN7980001
1248,"2024-06-27 04:29:00",ORD16188510,408,IN7980001
1249,"2024-06-27 04:31:00",ORD19482510,5220,IN7080001
1250,"2024-06-27 04:31:00",ORD10582510,7845,IN8080001
1251,"2024-06-27 04:31:00",ORD19984410,7188.75,IN9080001
1252,"2024-06-27 04:31:00",ORD14184510,23887.5,IN4280001
1253,"2024-06-27 04:32:00",ORD10086510,8189.1,IN5280001
1254,"2024-06-27 04:32:00",ORD11184510,29521.8,IN6280001
1255,"2024-06-27 04:32:00",ORD16482510,3340.8,IN7280001
1256,"2024-06-27 04:33:00",ORD14085510,14177.8,IN8280001
1257,"2024-06-27 04:33:00",ORD10385410,15630,IN9280001
1258,"2024-06-27 04:33:00",ORD11984510,15800.2,IN0380001
1259,"2024-06-27 04:34:00",ORD14688410,15869.75,IN1380001
1260,"2024-06-27 07:01:00",ORD182805105,11781,IN99800010
1261,"2024-06-27 07:02:00",ORD113805105,8895.84,IN20810010
1262,"2024-06-27 07:02:00",ORD139825105,36774,IN10810010
1263,"2024-06-27 07:02:00",ORD172826105,2308.5,IN00810010
1264,"2024-06-27 07:03:00",ORD151875105,9000.9,IN30810010
1265,"2024-06-27 07:04:00",ORD181826105,3235.2,IN60810010
1266,"2024-06-27 07:05:00",ORD161826105,2716.8,IN70810010
1267,"2024-06-27 07:05:00",ORD151826105,3187.2,IN80810010
1268,"2024-06-27 07:06:00",ORD172805105,18739.2,IN01810010
1269,"2024-06-27 07:06:00",ORD191826105,2304,IN90810010
1270,"2024-06-27 07:07:00",ORD133805105,6039,IN41810010
1271,"2024-06-27 07:07:00",ORD132826105,2871,IN51810010
1272,"2024-06-27 07:08:00",ORD102826105,24167,IN71810010
1273,"2024-06-27 07:08:00",ORD122826105,3960,IN61810010
1274,"2024-06-27 07:09:00",ORD130826105,25017.6,IN81810010
1275,"2024-06-27 07:09:00",ORD163805105,5401,IN91810010
1276,"2024-06-27 07:09:00",ORD109865105,5875.9,IN22810010
1277,"2024-06-27 07:10:00",ORD119885105,5092,IN32810010
1278,"2024-06-27 07:10:00",ORD160895105,5580.8,IN42810010
1279,"2024-06-28 04:42:00",ORD161845105,6445.95,IN68810010
1280,"2024-06-29 08:11:00",ORD137885105-S(1),139,IN14820010
1281,"2024-06-30 09:43:00",ORD13389510-S(1),336,IN2782001
1282,"2024-06-30 09:43:00",ORD14389510-S(1),432,IN2782001
1283,"2024-06-30 09:44:00",ORD15389510-S(1),480,IN2782001
1284,"2024-06-30 09:44:00",ORD16389510-S(1),480,IN2782001
1285,"2024-06-30 09:45:00",ORD11489510-S(1),144,IN2782001
1286,"2024-06-30 09:45:00",ORD17389510-S(1),160,IN2782001
1287,"2024-06-30 09:45:00",ORD18389510-S(1),256,IN2782001
1288,"2024-06-30 09:45:00",ORD19389510-S(1),320,IN2782001
1289,"2024-06-30 09:45:00",ORD10489510-S(1),256,IN2782001
1290,"2024-06-30 09:46:00",ORD12489510-S(1),240,IN2782001
1291,"2024-06-30 09:46:00",ORD13489510-S(1),288,IN2782001
1292,"2024-06-30 09:46:00",ORD14489510-S(1),288,IN2782001
1293,"2024-06-30 09:46:00",ORD15489510-S(1),192,IN2782001
1294,"2024-06-30 09:46:00",ORD16489510-S(1),256,IN2782001
1295,"2024-06-30 09:47:00",ORD19489510-S(1),102,IN2782001
1296,"2024-06-30 09:47:00",ORD17489510-S(1),256,IN2782001
1297,"2024-06-30 09:47:00",ORD18489510-S(1),288,IN2782001
1298,"2024-06-30 09:48:00",ORD11589510-S(1),102,IN2782001
1299,"2024-06-30 09:48:00",ORD12589510-S(1),102,IN2782001
1300,"2024-07-03 06:26:00",ORD101895105,9355.6,IN44810010
1301,"2024-07-03 06:26:00",ORD110826105,6483.75,IN54810010
1302,"2024-07-03 06:27:00",ORD105805105,21690.4,IN64810010
1303,"2024-07-06 09:03:00",ORD16281610,3441.6,IN5480001
1304,"2024-07-06 09:03:00",ORD12985410,4658,IN6480001
1305,"2024-07-06 09:03:00",ORD10988510,15546.3,IN9480001
1306,"2024-07-06 09:04:00",ORD17488410,15029.4,IN2580001
1307,"2024-07-06 09:04:00",ORD15488410,10164,IN3580001
1308,"2024-07-06 09:04:00",ORD16988510,16517,IN6580001
1309,"2024-07-06 09:04:00",ORD12988510,26110.7,IN8480001
1310,"2024-07-06 09:05:00",ORD13084510,8998.4,IN0580001
1311,"2024-07-06 09:05:00",ORD11689410,9666.4,IN4580001
1312,"2024-07-06 09:05:00",ORD12488410,21328,IN3680001
1313,"2024-07-06 09:06:00",ORD10789510,1895.2,IN8580001
1314,"2024-07-06 09:06:00",ORD11789510,2358.7,IN9580001
1315,"2024-07-06 09:06:00",ORD18689510,26728.5,IN0680001
1316,"2024-07-06 09:07:00",ORD13688410,31019.9,IN7580001
1317,"2024-07-07 04:57:00",ORD12081510-S(1),1809.03,IN9082001
1318,"2024-07-07 04:58:00",ORD17784510-S(1),2477.79,IN9082001
